transaction_id,transaction_date,area,property_type,price_aed,buyer_name,seller_name,size_sqft,bedrooms,transaction_type,registration_fee,broker_name,developer_name
39a9b7e6-02f1-4164-96cf-906ebd6cf38e,2023-02-20,Dubai Marina,Townhouse,3623878,Buyer_3273,Seller_8685,4174,5.0,Sale,144955,Broker_181,
120aed88-c280-4ae4-8428-89f314a7a5a9,2022-10-30,Emirates Living,Building,4023318,Buyer_7934,Seller_2821,10440,,Sale,160932,Broker_408,
53d95645-09c4-4e0d-9081-3122a3f3c498,2023-03-23,Dubai Hills Estate,Office,1927407,Buyer_2029,Seller_2816,17378,,Mortgage,77096,Broker_648,
3c6b5e1b-d020-42ee-a7c3-66f4ee78ee0c,2024-12-24,Sports City,Retail,782421,Buyer_5772,Seller_8032,1051,,Mortgage,31296,Broker_461,
339d8983-5d8d-4071-8f88-8ac9403ad104,2025-04-22,International City,Villa,2912649,Buyer_9576,Seller_6908,1054,5.0,Mortgage,116505,Broker_619,Developer_74
41413f57-cbcd-4810-a442-109cfecec826,2023-02-25,Studio City,Apartment,778654,Buyer_1713,Seller_7338,3558,3.0,Mortgage,31146,Broker_116,
35e0ca04-7bfb-480b-a1df-5be90fb5ac81,2025-03-16,Downtown Dubai,Townhouse,3127637,Buyer_6447,Seller_3185,863,3.0,Mortgage,125105,Broker_446,Developer_32
a2603b52-1ed1-497a-90ce-002cafc08206,2024-10-06,Discovery Gardens,Plot,517485,Buyer_3209,Seller_2033,15997,,Sale,20699,Broker_400,
14b19ed9-7acc-4662-af1a-11556709a357,2024-01-18,Emirates Living,Apartment,736733,Buyer_9444,Seller_7524,7179,5.0,Lease,29469,Broker_359,
7c5ccffa-6124-49bc-9578-59a38bd041af,2025-07-09,Emirates Living,Townhouse,1709787,Buyer_6438,Seller_5476,1519,3.0,Lease,68391,Broker_509,Developer_59
05553c43-a53c-49ba-80d3-b9e8f145489f,2022-12-31,Jumeirah Lake Towers,Villa,2618355,Buyer_7018,Seller_9507,2684,1.0,Mortgage,104734,Broker_534,
1d03a0a3-baa0-4e10-a961-b2c2abc02d7e,2025-03-18,Arabian Ranches,Retail,815072,Buyer_2311,Seller_6372,10687,,Lease,32602,Broker_556,
d4a876cb-665e-4eac-9cc5-1432ef2d28be,2023-10-26,International City,Villa,2957088,Buyer_8325,Seller_1693,6454,3.0,Mortgage,118283,Broker_545,
e4dee2af-572b-4556-95b3-16a515dec7fc,2023-07-06,Dubai Marina,Apartment,1403794,Buyer_6952,Seller_9406,7062,6.0,Mortgage,56151,Broker_263,Developer_28
831247ac-0a18-4432-a815-8f50d28fae99,2024-06-18,Discovery Gardens,Apartment,630688,Buyer_7001,Seller_6933,3636,5.0,Sale,25227,Broker_719,
4aa8e267-9e37-46ed-ac42-ae7117a5f90b,2025-05-10,Discovery Gardens,Townhouse,1728736,Buyer_3255,Seller_9674,3506,4.0,Lease,69149,Broker_765,
15504dcb-0b26-4f95-83b3-d7f64b6dc646,2022-12-27,Jumeirah Village Circle,Apartment,971977,Buyer_9482,Seller_7340,7983,5.0,Sale,38879,Broker_368,Developer_67
b254537c-1415-44d9-9173-a3a26d9a3c50,2023-01-13,Emirates Living,Retail,809913,Buyer_4279,Seller_3009,5447,,Sale,32396,Broker_562,
27b3103f-682e-417a-ab78-7d8413237985,2023-12-30,Discovery Gardens,Apartment,1013887,Buyer_6692,Seller_2063,5005,5.0,Lease,40555,Broker_407,Developer_99
7264e9e4-857d-4bdd-9168-61ee6200b000,2024-07-12,Arabian Ranches,Building,4765222,Buyer_2988,Seller_4292,5550,,Sale,190608,Broker_909,
982513e9-db94-4b2d-8158-3d04885ed424,2023-03-02,Palm Jumeirah,Retail,2476336,Buyer_3126,Seller_2412,3154,,Lease,99053,Broker_507,Developer_71
0ae29ada-a62c-4e4f-b7a3-5196427e5267,2025-05-16,Sports City,Office,1486098,Buyer_3053,Seller_6194,3430,,Lease,59443,Broker_577,
88a84d46-f217-41ce-9331-a90d411fe2b2,2024-10-07,Palm Jumeirah,Villa,8216075,Buyer_3114,Seller_8088,4619,1.0,Sale,328643,Broker_630,
e373e9e9-cd0c-4870-8b5e-76c6047e8b1b,2024-07-10,Arabian Ranches,Villa,2314656,Buyer_6669,Seller_9501,7831,3.0,Sale,92586,Broker_356,
c439ac66-e352-40d7-975e-c82adb872253,2024-02-02,Studio City,Townhouse,1417714,Buyer_9740,Seller_2530,4617,6.0,Sale,56708,Broker_706,Developer_29
73f56dcb-83b3-4951-af03-08ea1388c8b5,2023-11-23,Arabian Ranches,Plot,568567,Buyer_1674,Seller_1464,3661,,Sale,22742,Broker_756,Developer_43
d00eada8-f7fc-48d0-b43c-00b02da3525f,2025-08-13,Emirates Living,Building,5502480,Buyer_9159,Seller_9938,10491,,Mortgage,220099,Broker_409,
188d021e-f434-4d12-b5e2-2e20a933c771,2025-06-14,Jumeirah Beach Residence,Townhouse,1831465,Buyer_3589,Seller_8202,3904,4.0,Lease,73258,Broker_308,
7271cbe5-3c52-4795-a31a-6d030f9b95dc,2023-12-31,Dubai Investment Park,Townhouse,2345471,Buyer_6658,Seller_7532,1571,3.0,Mortgage,93818,Broker_675,
4ed34fc5-d667-432c-b9e2-a57b237f929d,2023-04-08,Dubai Hills Estate,Office,1320085,Buyer_5061,Seller_3308,4172,,Sale,52803,Broker_397,Developer_88
69933fd5-9c5c-42be-a300-b85e430a1996,2024-11-21,International City,Villa,3434700,Buyer_6364,Seller_6123,2055,2.0,Lease,137388,Broker_627,
acbed5bc-1c4f-4cae-bdb0-48ec6a374593,2023-08-01,DIFC,Office,1547042,Buyer_9281,Seller_8491,8888,,Sale,61881,Broker_697,
5c3c05f6-00b0-4d48-b8c4-41ed11b2e735,2023-02-24,Dubai Marina,Townhouse,2825350,Buyer_5681,Seller_9793,566,1.0,Lease,113014,Broker_237,Developer_56
4ccfb029-3fb2-4536-9505-894b349521ca,2025-07-02,Jumeirah Beach Residence,Townhouse,1317005,Buyer_4189,Seller_6939,5032,3.0,Sale,52680,Broker_495,
218494c6-5667-44f6-9e77-1193c2ea4e33,2025-02-13,Studio City,Townhouse,2299892,Buyer_3108,Seller_2584,3726,3.0,Lease,91995,Broker_671,Developer_28
7cbd9185-ecc0-490c-91b5-72e2eb9c3cc7,2022-12-25,Emirates Living,Retail,950747,Buyer_1659,Seller_1742,2275,,Sale,38029,Broker_830,
8835eaf4-4793-4764-bc1f-d57181e9db0a,2022-11-24,Motor City,Retail,917902,Buyer_3290,Seller_6373,11437,,Sale,36716,Broker_502,Developer_48
fe954924-b83b-410c-a34d-681492c1a0ef,2022-10-20,Jumeirah Lake Towers,Retail,1151822,Buyer_9025,Seller_5911,16561,,Sale,46072,Broker_477,
40fccd9f-b454-4e54-8144-0464d178864a,2025-08-21,Jumeirah Village Circle,Office,1330309,Buyer_8775,Seller_5350,19955,,Mortgage,53212,Broker_333,Developer_84
c8cc499a-645a-4f27-b45d-69407244c4b9,2023-08-28,Motor City,Villa,2667406,Buyer_3421,Seller_4968,758,5.0,Mortgage,106696,Broker_212,
a1b36499-ee81-47f8-a8e7-ea1eee315c19,2023-06-22,Discovery Gardens,Townhouse,1787663,Buyer_4340,Seller_7723,4610,5.0,Lease,71506,Broker_993,Developer_17
e666ec15-4287-47cb-9a7c-bd5b5e43014e,2023-12-19,Dubai Investment Park,Retail,760625,Buyer_8837,Seller_9609,13347,,Lease,30425,Broker_277,
1e90f521-aada-4725-9d14-502f36a3a2f4,2024-04-21,Studio City,Townhouse,1948304,Buyer_8932,Seller_4150,2519,3.0,Mortgage,77932,Broker_405,
0db1c38b-b8e8-438a-86e5-0695ea0c13f4,2024-08-16,DIFC,Building,8120726,Buyer_9011,Seller_6194,16722,,Lease,324829,Broker_673,Developer_45
d9dbcec9-ff07-4f16-8ec8-62b942a59d3b,2023-08-29,DIFC,Apartment,1586064,Buyer_7464,Seller_6654,6832,2.0,Lease,63442,Broker_143,
a564a9e2-d960-473c-a7b7-7aeb22435acc,2024-05-07,Downtown Dubai,Townhouse,4848504,Buyer_8849,Seller_4505,2155,5.0,Lease,193940,Broker_675,
97a244d1-fee8-4681-92bf-0c6b075a4951,2024-06-11,Dubai Investment Park,Apartment,904779,Buyer_4972,Seller_1831,5987,5.0,Sale,36191,Broker_753,
31cd98a6-8cc5-4b5f-ab26-1ad0795e8c63,2023-02-20,Jumeirah Village Circle,Office,1117446,Buyer_2647,Seller_3252,1169,,Mortgage,44697,Broker_261,
87a4fa39-54ed-441f-9d0a-2dc9636d6abe,2024-03-05,Motor City,Office,1386452,Buyer_6262,Seller_5676,2938,,Sale,55458,Broker_767,
2e9a4069-1b9c-4e91-9ac8-2e9152439918,2025-07-30,Studio City,Plot,603091,Buyer_3868,Seller_7846,6760,,Sale,24123,Broker_956,
7217b6da-e353-419a-a3aa-bdaf3d26ab91,2024-03-01,Motor City,Villa,3389065,Buyer_1613,Seller_1151,2944,5.0,Mortgage,135562,Broker_209,Developer_52
a51f1a7a-3b4a-482b-a007-0ad8e8e18a18,2022-11-06,DIFC,Office,3007518,Buyer_9092,Seller_3198,17522,,Lease,120300,Broker_379,
e31daf9b-3737-46f0-8d96-75e710afa9c8,2023-03-20,Jumeirah Village Circle,Townhouse,1464742,Buyer_5215,Seller_4050,615,6.0,Lease,58589,Broker_909,
63175931-da57-45e9-bde7-2b3f328ba511,2023-07-07,Emirates Living,Villa,2819170,Buyer_8007,Seller_9442,3186,1.0,Lease,112766,Broker_785,
b87bbae9-2a4f-4dd6-a9cc-60887ae9d5aa,2024-05-24,Dubai Investment Park,Office,1111825,Buyer_1111,Seller_5272,13568,,Sale,44473,Broker_557,Developer_52
923358e2-19b7-483f-9c25-ae7dd6fbb03a,2025-09-21,DIFC,Retail,1953748,Buyer_5285,Seller_6890,8743,,Sale,78149,Broker_783,
2d86231a-28bd-411f-afec-f1105cf8cb10,2022-12-20,DIFC,Villa,4427062,Buyer_6095,Seller_2923,5732,3.0,Lease,177082,Broker_729,
5c206f28-ecac-4532-ae7d-7cb929769eda,2023-09-10,Dubai Investment Park,Office,968675,Buyer_7813,Seller_9998,16428,,Mortgage,38747,Broker_921,
6c8919d7-e7cb-494b-aae9-e528c35a2df7,2025-04-30,Emirates Living,Building,4366129,Buyer_9609,Seller_8319,18307,,Mortgage,174645,Broker_470,
31ae9616-d8e8-4fab-96d1-a27cba7026b3,2022-12-14,Jumeirah Village Circle,Apartment,1024113,Buyer_4312,Seller_9792,1727,2.0,Lease,40964,Broker_974,
6e66fa12-3522-4472-907c-f97c4434dc69,2023-01-17,Jumeirah Village Circle,Plot,421890,Buyer_2489,Seller_9361,15597,,Sale,16875,Broker_564,
52d2e3d1-63da-4c23-82f5-c02f2eb4d434,2023-03-13,International City,Office,1313685,Buyer_6049,Seller_1356,13974,,Lease,52547,Broker_936,
f3194fc4-ce5b-4ce0-ae9a-c7b5ee6b75ef,2023-05-31,Emirates Living,Retail,676008,Buyer_6644,Seller_2044,18732,,Sale,27040,Broker_170,Developer_70
716965a5-aaef-4209-a5e9-b4938d1f9893,2025-01-10,Dubai Marina,Townhouse,2662758,Buyer_7887,Seller_7135,7801,4.0,Lease,106510,Broker_990,Developer_58
6a32582a-6ad0-4ba0-b7d6-057b082365a5,2025-01-15,Jumeirah Beach Residence,Apartment,942328,Buyer_6697,Seller_2943,1962,5.0,Lease,37693,Broker_641,
197958a2-e461-4b65-9adf-e676404ab1ae,2025-08-29,Dubai Hills Estate,Building,4917019,Buyer_5888,Seller_8585,18840,,Lease,196680,Broker_644,
71e2e15e-e4be-4665-acee-3268ba01babe,2024-12-01,Dubai Hills Estate,Villa,3578531,Buyer_5516,Seller_4088,7669,6.0,Sale,143141,Broker_132,Developer_63
8d954fb0-98a5-4f7d-891f-d23d658e0d8b,2025-03-22,Business Bay,Villa,2743835,Buyer_1550,Seller_8314,5397,6.0,Mortgage,109753,Broker_993,
2a7c9ac8-5422-4a26-af75-3eae1b3d26f9,2024-07-27,Dubai Marina,Office,1813093,Buyer_1924,Seller_3295,17511,,Lease,72523,Broker_339,Developer_83
a3903112-4eb4-47d8-b413-2c6eccf0bd17,2023-12-28,Jumeirah Lake Towers,Retail,1006688,Buyer_4881,Seller_5944,5694,,Mortgage,40267,Broker_633,
3d145298-6a3e-42b6-9fa7-31ac82dc0b49,2024-10-21,DIFC,Townhouse,2406251,Buyer_7999,Seller_9120,884,3.0,Mortgage,96250,Broker_787,
8c1e6b50-4b55-4371-be81-bd9053a449cc,2023-07-01,Sports City,Townhouse,2137348,Buyer_3444,Seller_5913,3583,2.0,Mortgage,85493,Broker_584,
aa41dc7a-ca8e-47d1-92c3-87980776b8a3,2024-12-23,Dubai Hills Estate,Townhouse,3276702,Buyer_8586,Seller_1944,5107,4.0,Lease,131068,Broker_670,
c865bc6f-28d5-4cb0-bcb9-24a77d6aa0df,2023-12-08,Jumeirah Beach Residence,Villa,2196242,Buyer_2295,Seller_8369,7439,3.0,Sale,87849,Broker_648,Developer_34
c558181c-3db3-4783-90b8-2bdc02369465,2025-07-26,Dubai Marina,Townhouse,2602847,Buyer_2192,Seller_4082,7091,5.0,Mortgage,104113,Broker_787,
bb1d2969-569e-4254-b99f-2ce26164797f,2023-12-03,Motor City,Villa,3271579,Buyer_5967,Seller_1251,2235,2.0,Mortgage,130863,Broker_220,Developer_71
6a937833-8004-4bc0-95a8-ae755ccbd30d,2024-08-22,Dubai Hills Estate,Plot,786156,Buyer_7498,Seller_4921,19090,,Lease,31446,Broker_894,
465e433b-1840-4819-b4b3-0a7da4a64f77,2024-01-22,Discovery Gardens,Retail,1038694,Buyer_5285,Seller_6892,17803,,Lease,41547,Broker_577,
82ce0f18-8860-4f9a-b6d3-b5ae729d6818,2024-08-24,Motor City,Building,6439059,Buyer_7073,Seller_6126,14563,,Sale,257562,Broker_676,Developer_28
e09c6eeb-3acc-4111-a6fa-a8c247eec6f8,2023-06-12,Business Bay,Townhouse,2544324,Buyer_5836,Seller_3497,2107,3.0,Sale,101772,Broker_488,
041878c4-811d-4836-8aef-2e66a215dccb,2023-11-23,Dubai Hills Estate,Office,1823555,Buyer_5216,Seller_9005,17075,,Lease,72942,Broker_272,Developer_55
9dd516e3-666d-4e09-be10-8d0dfe9a2d63,2023-01-18,Arabian Ranches,Villa,3010548,Buyer_4015,Seller_9882,5757,1.0,Mortgage,120421,Broker_134,Developer_19
929d36bb-1d76-45b4-8cec-6ad15f69f0cb,2025-01-06,Dubai Marina,Building,5283515,Buyer_4791,Seller_2113,5948,,Sale,211340,Broker_323,
c3200cda-2403-48a0-a558-dcf631b50908,2023-01-29,Palm Jumeirah,Apartment,2264969,Buyer_8993,Seller_1257,554,5.0,Mortgage,90598,Broker_521,
fbb70a58-d10b-43f7-af2f-a805341e4804,2024-03-06,Sports City,Plot,446159,Buyer_1280,Seller_9228,15109,,Sale,17846,Broker_209,Developer_77
1d4aa7ee-1a4e-4a4f-91b5-5618505d5936,2022-11-01,Dubai Investment Park,Villa,2085881,Buyer_5135,Seller_6807,2689,4.0,Sale,83435,Broker_482,Developer_68
232d46ed-0359-47bf-9d83-ae9c87542a8d,2025-05-02,Dubai Hills Estate,Plot,600670,Buyer_1519,Seller_2531,14280,,Lease,24026,Broker_486,
62416167-10f7-4729-aadd-2a7cfe8915dc,2024-10-29,Dubai Marina,Plot,529961,Buyer_2354,Seller_9189,15218,,Mortgage,21198,Broker_903,
eeaeb4e8-4cdc-4792-93e4-0f3cdcce1ba5,2024-07-01,Jumeirah Village Circle,Retail,1209065,Buyer_4463,Seller_8790,9883,,Sale,48362,Broker_176,
f3ae91b4-be8e-42aa-8c70-4dfe82bafbb5,2025-08-08,City Walk,Retail,985011,Buyer_3938,Seller_6152,1513,,Sale,39400,Broker_701,
af48b19a-0cac-4dd3-bdb6-cc5e2651dff4,2024-06-09,Jumeirah Beach Residence,Apartment,727595,Buyer_7375,Seller_9856,3217,4.0,Mortgage,29103,Broker_243,Developer_98
554e2e25-b40b-4581-9aa2-b853cffde428,2023-11-06,Downtown Dubai,Retail,2199275,Buyer_1879,Seller_2600,15322,,Sale,87971,Broker_958,
354c0ab6-91ec-43b1-90cf-fece2e6633a2,2024-04-03,Jumeirah Beach Residence,Building,4642318,Buyer_8381,Seller_9038,8475,,Lease,185692,Broker_666,Developer_65
75a4538e-37dc-4403-bf4c-4793a70b7192,2023-08-28,Arabian Ranches,Plot,555056,Buyer_2404,Seller_5839,9075,,Mortgage,22202,Broker_175,
e00bea70-11e8-478b-8a3a-bfb5f7dfe064,2024-12-03,Dubai Investment Park,Office,1437808,Buyer_7383,Seller_6188,12819,,Sale,57512,Broker_193,
bb945231-8639-456f-a017-081b505d4fb0,2024-04-10,DIFC,Office,2056195,Buyer_2674,Seller_3170,3860,,Sale,82247,Broker_541,
ee933b61-2296-4863-b45a-583b83adcef5,2025-08-22,Studio City,Retail,887067,Buyer_2468,Seller_6798,19160,,Sale,35482,Broker_711,
8d92d7a7-7633-45b0-9a02-52381a5e032b,2024-02-25,Jumeirah Lake Towers,Building,4848332,Buyer_7779,Seller_7353,3775,,Mortgage,193933,Broker_672,Developer_41
59967f24-9e75-4d8e-b9a4-ceccd45fd5f9,2024-11-01,Sports City,Villa,2949302,Buyer_3274,Seller_5405,2966,3.0,Lease,117972,Broker_249,
480b1ce7-12c9-4afa-97dc-d3fd8c21ef95,2023-01-27,International City,Townhouse,1790588,Buyer_2260,Seller_6916,2561,2.0,Mortgage,71623,Broker_740,
5287b6c6-c920-46c6-af44-1a6d53d55c49,2024-01-30,Emirates Living,Office,929856,Buyer_1110,Seller_7483,11886,,Mortgage,37194,Broker_489,Developer_52
6b914d80-b767-4b66-afc8-9559b1b9e791,2025-01-09,Discovery Gardens,Townhouse,1802576,Buyer_5922,Seller_6253,5441,6.0,Sale,72103,Broker_590,
8eb75485-8019-4c4e-85ee-612c42dd1de0,2023-01-13,Jumeirah Beach Residence,Townhouse,1627224,Buyer_4971,Seller_6339,3580,3.0,Lease,65088,Broker_473,
8eebf5eb-c162-409e-8f18-2d5267930914,2024-10-11,Emirates Living,Retail,1258276,Buyer_1440,Seller_8563,7869,,Lease,50331,Broker_916,
978ddfb0-3dae-40f3-8f73-f2b2b8045d8e,2023-06-30,Downtown Dubai,Building,12934515,Buyer_9180,Seller_3280,10923,,Sale,517380,Broker_358,
cbdaa74c-a174-4fa5-b7d7-a00d9ac0ea69,2023-04-09,International City,Building,4819467,Buyer_8851,Seller_7566,18510,,Mortgage,192778,Broker_990,
ff9fde05-b792-452e-920d-bb693c737621,2023-10-09,Studio City,Apartment,1002803,Buyer_9796,Seller_2392,1395,2.0,Mortgage,40112,Broker_780,
f38731d2-8ebb-4a4c-92d0-6764c3d3096d,2023-07-19,Dubai Marina,Retail,1874509,Buyer_6432,Seller_8052,4471,,Sale,74980,Broker_200,
59047711-e46c-484f-9776-5980a0b731a0,2024-07-19,Sports City,Plot,531579,Buyer_8303,Seller_7129,13816,,Lease,21263,Broker_890,
8c73ca57-efc0-409e-998e-dad7bd2eac19,2025-08-25,Sports City,Villa,2353692,Buyer_8909,Seller_2712,2920,4.0,Sale,94147,Broker_218,Developer_28
17f902a5-eb86-4172-8bce-290f12b99cbd,2024-08-17,Palm Jumeirah,Townhouse,4230660,Buyer_9537,Seller_8912,3353,4.0,Sale,169226,Broker_548,Developer_67
0ed36aab-46e9-4cdf-9ba2-4c6de977b3f5,2025-02-21,Jumeirah Lake Towers,Apartment,728147,Buyer_1370,Seller_6620,5808,1.0,Mortgage,29125,Broker_919,
caa33d92-73e4-43fe-b50f-9772dcc72680,2024-11-21,Dubai Hills Estate,Retail,1035867,Buyer_6422,Seller_7985,16140,,Sale,41434,Broker_916,
f6e7b536-181e-4d52-9aab-580c4e066a8c,2023-05-13,Arabian Ranches,Villa,2870838,Buyer_7481,Seller_1478,6540,5.0,Sale,114833,Broker_560,
0717aeaa-832d-4a8a-abe7-2636f2274202,2024-08-19,Jumeirah Beach Residence,Apartment,954651,Buyer_5560,Seller_2025,5229,1.0,Mortgage,38186,Broker_291,
3c9235ab-397c-4b3a-99c5-6c8eac5c0072,2023-01-16,Emirates Living,Office,935722,Buyer_9646,Seller_6134,13734,,Mortgage,37428,Broker_501,
4811a1ff-be51-45ae-a5fc-de2f5710ab00,2024-10-26,Palm Jumeirah,Townhouse,5813381,Buyer_5873,Seller_2388,6005,2.0,Lease,232535,Broker_220,
25d5acc5-b553-4df7-88d7-327f22b6827a,2024-12-29,Jumeirah Village Circle,Villa,2403285,Buyer_9369,Seller_7364,3926,5.0,Sale,96131,Broker_688,
d756a02b-569f-495b-884a-05b635e08dd3,2024-10-25,Arabian Ranches,Office,1373821,Buyer_3733,Seller_9022,10464,,Sale,54952,Broker_291,
11745590-ebef-4b67-a7c2-ebf14782db46,2023-10-10,Discovery Gardens,Retail,663775,Buyer_1157,Seller_8939,5473,,Sale,26551,Broker_934,
67001380-7a1f-41f3-92a6-1f171b7c9065,2023-06-30,Studio City,Retail,1041433,Buyer_9056,Seller_7809,15544,,Lease,41657,Broker_271,
5ab1fa62-f046-4cd3-94b3-62f7b549edf2,2024-02-24,Business Bay,Building,8012807,Buyer_1535,Seller_5503,8367,,Mortgage,320512,Broker_395,
00712261-fdd5-47cb-8947-40b96252aaa3,2023-01-04,Discovery Gardens,Retail,1097786,Buyer_9369,Seller_2854,19766,,Sale,43911,Broker_374,Developer_56
3183b701-7407-401b-81c7-d86e597db5db,2023-04-25,Studio City,Building,6148751,Buyer_9951,Seller_4580,14931,,Sale,245950,Broker_853,Developer_41
8312eacc-e0b8-4770-a127-285e0610433b,2023-04-07,DIFC,Building,12595669,Buyer_5305,Seller_6711,3850,,Lease,503826,Broker_986,Developer_40
3ea986e9-9510-4e98-baca-5c4da79ee408,2023-10-27,Emirates Living,Building,6081645,Buyer_8015,Seller_3719,5562,,Sale,243265,Broker_933,
e2a72a88-52b9-42e6-b9ab-7b9085e51cf8,2024-03-18,Dubai Marina,Retail,1276520,Buyer_9827,Seller_3758,11605,,Mortgage,51060,Broker_399,
d69053a4-0802-4ad6-b08f-d7ef56fe47ba,2025-04-02,City Walk,Building,5300452,Buyer_3221,Seller_7743,2942,,Lease,212018,Broker_987,
28bb2eda-b315-4672-bb9a-a81aaa84291d,2023-12-25,Dubai Investment Park,Villa,2005926,Buyer_5055,Seller_7434,4509,2.0,Mortgage,80237,Broker_747,
0357e8ba-fd3b-4c17-8f2d-209c9d94c82e,2025-04-07,International City,Office,1219673,Buyer_7600,Seller_9447,10116,,Mortgage,48786,Broker_998,
135c7edd-5ce9-46b7-a2d6-632c219c143e,2025-04-07,Motor City,Townhouse,1993263,Buyer_8511,Seller_6869,7464,1.0,Mortgage,79730,Broker_507,
3a34e117-1a52-4095-b17c-203f2c807433,2024-04-13,International City,Building,4241480,Buyer_6289,Seller_5646,12067,,Mortgage,169659,Broker_691,
e10afb85-3777-4956-a59b-96c6afbf1ee4,2025-07-07,Motor City,Building,4703088,Buyer_1752,Seller_2631,16059,,Sale,188123,Broker_227,Developer_30
80d28740-5a10-44c2-8dd0-f4d7857b79c7,2023-05-22,Discovery Gardens,Office,840567,Buyer_4314,Seller_3161,10891,,Sale,33622,Broker_995,Developer_45
72ada062-e280-46f4-a1b8-e2376052292f,2025-04-29,Downtown Dubai,Plot,952304,Buyer_7092,Seller_3711,2696,,Lease,38092,Broker_740,
79be1f4a-2642-4f59-b192-a470b77925c2,2025-04-03,Dubai Hills Estate,Office,1946850,Buyer_1017,Seller_4496,16624,,Sale,77874,Broker_235,
0c2af362-ed56-455f-ab2e-650a90a4cdb6,2025-09-28,Sports City,Plot,505773,Buyer_6629,Seller_2975,14838,,Mortgage,20230,Broker_235,
e1e704f3-6071-4f73-a7e8-e76334f01494,2025-03-19,Dubai Hills Estate,Office,1281053,Buyer_2690,Seller_6133,13044,,Lease,51242,Broker_240,
fa419b52-0099-44c9-9aee-7b167e7b8bce,2024-12-26,Dubai Investment Park,Plot,697529,Buyer_2120,Seller_9691,19457,,Sale,27901,Broker_724,
174afa3d-9b42-41bd-a281-299694f79b72,2024-12-08,Discovery Gardens,Townhouse,2170264,Buyer_7745,Seller_8248,7544,2.0,Sale,86810,Broker_202,
b2bc93ca-86a7-4160-890f-9840fa0973fc,2023-10-26,Jumeirah Village Circle,Retail,1089905,Buyer_8035,Seller_6152,5581,,Sale,43596,Broker_383,
fd99f71a-dde5-4da5-a453-a3c9c723734c,2024-03-10,Dubai Hills Estate,Retail,1412081,Buyer_1439,Seller_5942,7732,,Mortgage,56483,Broker_721,
38c6ffc0-03b5-4135-b182-b31c55ed66d7,2024-06-11,Jumeirah Beach Residence,Townhouse,2074173,Buyer_9108,Seller_7322,1423,2.0,Lease,82966,Broker_753,
1bd0f78a-e704-4063-b217-37e3a4e8ff06,2024-01-05,Sports City,Apartment,1112654,Buyer_3162,Seller_7337,7551,5.0,Lease,44506,Broker_474,
2347f916-7fe1-4662-8f4c-3855a34826e5,2025-05-18,Arabian Ranches,Building,5148551,Buyer_1273,Seller_2106,1451,,Lease,205942,Broker_320,
5ac5daee-c4e1-482d-ad60-06468206ff7e,2024-03-07,Dubai Marina,Building,7339368,Buyer_9209,Seller_7806,14879,,Mortgage,293574,Broker_511,
a6e25b8b-75db-4dca-b282-5172641abeef,2024-03-25,Studio City,Retail,1018109,Buyer_2369,Seller_6077,3589,,Mortgage,40724,Broker_308,Developer_29
583316ba-cbc0-44ea-a89e-021b27ca7236,2025-06-01,Studio City,Townhouse,1752321,Buyer_6081,Seller_8167,6479,2.0,Sale,70092,Broker_350,
d519516d-c9f3-479f-86fc-ec2f95a91518,2025-06-24,International City,Apartment,813888,Buyer_6067,Seller_3877,1478,1.0,Mortgage,32555,Broker_240,Developer_30
60a8659b-b767-4be7-877e-607a57faa48c,2024-05-02,Motor City,Townhouse,1918986,Buyer_3735,Seller_7092,1539,6.0,Lease,76759,Broker_850,Developer_13
8816b8d2-77f3-4cab-9be0-3a086469d414,2022-11-07,Jumeirah Lake Towers,Building,5002635,Buyer_2046,Seller_5308,19895,,Mortgage,200105,Broker_178,
6765f08e-55ca-46f7-a534-24c6c98776da,2024-11-07,Sports City,Townhouse,1329853,Buyer_7024,Seller_3577,2589,1.0,Mortgage,53194,Broker_790,Developer_39
bb191492-a657-4101-b205-eab31da9a2bf,2025-09-19,Sports City,Apartment,584661,Buyer_5006,Seller_1753,4364,3.0,Lease,23386,Broker_253,
d5da38f0-b117-435e-852e-0b562de20edb,2023-06-09,Dubai Marina,Retail,1703944,Buyer_4678,Seller_6272,9135,,Lease,68157,Broker_837,
0dc281fb-e7a6-43c8-b41f-9c28e7c7b657,2022-12-21,Downtown Dubai,Retail,1729738,Buyer_1862,Seller_3938,8313,,Mortgage,69189,Broker_147,Developer_18
b094543a-5a91-4511-a5ae-2954112c7ea1,2024-01-17,Discovery Gardens,Building,4488074,Buyer_6362,Seller_2415,19123,,Lease,179522,Broker_108,
0181bf40-7305-4d2e-b6ae-a996cebf8ba7,2024-06-05,DIFC,Retail,2023631,Buyer_8600,Seller_7033,17166,,Sale,80945,Broker_850,Developer_41
fdbb601b-93ad-4d79-a3f2-55fe8f3bdf44,2025-08-27,Dubai Investment Park,Apartment,1082142,Buyer_4817,Seller_9872,3337,6.0,Mortgage,43285,Broker_998,
a8210a50-7e0b-4de1-8c76-66857a9de65d,2023-09-05,Jumeirah Lake Towers,Apartment,985000,Buyer_6038,Seller_2703,2180,5.0,Sale,39400,Broker_529,
a19e05cc-d527-4f55-8c30-6e22d5a9c86f,2025-04-07,Dubai Marina,Villa,4493087,Buyer_1719,Seller_4792,7850,5.0,Lease,179723,Broker_817,Developer_68
