property_id,area,community,building_name,property_type,size_sqft,bedrooms,completion_date,developer_name,current_owner,rental_status,estimated_value_aed,service_charge_per_sqft
d14cc71b-4793-4b1a-a474-f1e50c25c715,Jumeirah Lake Towers,Community_74,Building_494,Plot,18380,,2019-10-17,Developer_89,Owner_8784,Under Renovation,9638492,18
c47a9779-dba0-4914-8a9d-36982d3ae56f,Palm Jumeirah,Community_82,Building_480,Villa,2203,6.0,2018-02-09,Developer_83,Owner_6058,Vacant,2434213,24
a3ee4603-0e6c-4d60-aa7e-df301b385713,Downtown Dubai,Community_99,Building_196,Plot,11774,,2022-04-30,Developer_34,Owner_1505,Under Renovation,6118205,10
2eef334f-96c1-4c38-bcb5-ea697f2d5bf4,Dubai Hills Estate,Community_19,Building_24,Apartment,1798,1.0,2019-03-21,Developer_18,Owner_6766,Vacant,6357017,20
c623dd59-1aeb-42d4-9893-e6d55309e482,Jumeirah Beach Residence,Community_37,Building_289,Townhouse,5743,4.0,2016-10-28,Developer_46,Owner_8863,Vacant,1337882,5
a4ad5472-bcc2-4691-aee1-50d9e8e4a154,Dubai Investment Park,Community_72,Building_238,Office,13964,,2022-05-10,Developer_49,Owner_9925,Under Renovation,7802424,20
6afb3293-2780-4ab3-9008-a52df8de9762,Jumeirah Beach Residence,Community_74,Building_230,Townhouse,5358,4.0,2022-04-27,Developer_21,Owner_7877,Vacant,6970249,16
b0cc747a-3e7d-4999-8214-d7602bcb5308,International City,Community_5,Building_132,Plot,11833,,2025-06-02,Developer_12,Owner_7663,Vacant,6422413,15
0a6b8914-0ccd-4b30-b7a1-805eeb44a538,Dubai Hills Estate,Community_26,Building_20,Office,13652,,2022-09-26,Developer_82,Owner_7989,Under Renovation,3628472,19
568b462b-43dc-47f9-b776-b0de6cce021f,Discovery Gardens,Community_15,Building_452,Apartment,5701,5.0,2018-07-02,Developer_55,Owner_3250,Under Renovation,6877974,12
76b50f19-dc9a-4d74-899e-cbf931cf3e30,Jumeirah Lake Towers,Community_7,Building_356,Villa,3538,5.0,2020-07-25,Developer_11,Owner_3936,Occupied,6368075,8
c1d674a3-ab2c-444d-aebe-e2c5e9b96b1d,Arabian Ranches,Community_21,Building_237,Retail,14550,,2018-03-24,Developer_36,Owner_7988,Occupied,4438799,7
75162b21-0899-4b7e-adc0-823387a24bd7,Jumeirah Lake Towers,Community_38,Building_470,Retail,18187,,2018-10-30,Developer_81,Owner_6495,Under Renovation,7101346,16
04b77166-f947-4e8d-9d64-95854c104864,DIFC,Community_85,Building_223,Office,9126,,2022-06-11,Developer_52,Owner_5288,Occupied,4214587,14
ee52ae3b-4ca0-40a0-8a0a-b9e3f7b15ce0,City Walk,Community_10,Building_406,Building,11005,,2018-12-05,Developer_25,Owner_7480,Under Renovation,4603508,24
65127cf2-f187-4f68-a8fd-16b6a888aa37,Dubai Hills Estate,Community_91,Building_484,Building,9469,,2022-09-12,Developer_84,Owner_8387,Occupied,4298612,23
1838de25-b356-4372-ba9f-da5ca5b52088,City Walk,Community_34,Building_9,Office,18230,,2017-04-11,Developer_96,Owner_3807,Vacant,4266967,6
d9a449b9-f3b7-4e0f-8a32-f612eb7aa39f,Jumeirah Lake Towers,Community_54,Building_66,Retail,16631,,2017-09-04,Developer_37,Owner_9735,Under Renovation,9264165,23
910dba04-b561-4729-baae-a148ac25fc9d,City Walk,Community_32,Building_81,Apartment,1348,1.0,2017-04-07,Developer_83,Owner_8299,Vacant,1526831,10
539cd942-9483-4693-9d99-0008145df0ad,Jumeirah Village Circle,Community_62,Building_390,Building,2420,,2020-06-02,Developer_51,Owner_5937,Under Renovation,6334237,11
a2c53c43-46bf-43f3-9939-4dda23ac316b,DIFC,Community_91,Building_402,Plot,14526,,2021-08-20,Developer_53,Owner_8743,Under Renovation,2713110,9
2ca11330-a944-4df1-9eb2-45c8bf36ddab,Dubai Marina,Community_2,Building_22,Villa,2972,3.0,2019-06-08,Developer_65,Owner_5987,Occupied,1575223,9
727875b8-878c-4601-afaa-a4eb8e637fd6,Dubai Hills Estate,Community_7,Building_422,Retail,1897,,2024-03-15,Developer_55,Owner_2747,Vacant,2426003,11
33c15108-09a8-4c82-8c93-526f5c3fb6b2,Discovery Gardens,Community_51,Building_443,Townhouse,3418,5.0,2017-11-11,Developer_86,Owner_7416,Vacant,6049355,23
d9bc8332-508d-4cd2-a441-6cff7e87466b,Jumeirah Lake Towers,Community_87,Building_430,Plot,16445,,2025-10-06,Developer_81,Owner_8049,Vacant,4164158,7
2c7aaab5-9040-428e-99af-70c1e72c3a7d,City Walk,Community_47,Building_283,Plot,10776,,2023-09-02,Developer_43,Owner_6361,Occupied,7007652,12
40d8808f-caba-4146-b935-9160e9668a8f,Downtown Dubai,Community_29,Building_479,Apartment,4940,5.0,2021-08-18,Developer_16,Owner_4353,Occupied,3579746,11
2ff03b31-fc95-4737-b346-996601d5144e,International City,Community_86,Building_380,Villa,1611,1.0,2016-03-02,Developer_41,Owner_4193,Occupied,8175900,14
7c65a24c-d420-4a7d-9048-6db438c35fb8,Arabian Ranches,Community_53,Building_107,Townhouse,5874,1.0,2025-07-31,Developer_48,Owner_4800,Under Renovation,8062535,23
99c46773-cb87-4466-92a7-b37065f721da,International City,Community_95,Building_355,Retail,13984,,2017-01-10,Developer_79,Owner_1459,Vacant,9763857,25
ded28e21-891f-4aa9-9e41-65da37a92c26,Jumeirah Lake Towers,Community_91,Building_460,Plot,5615,,2019-05-30,Developer_45,Owner_7249,Under Renovation,1340925,9
e829a5ce-943f-427f-b6f1-975151cbb3d5,Downtown Dubai,Community_85,Building_498,Plot,16967,,2020-11-16,Developer_46,Owner_2055,Occupied,4920728,11
e08efac8-5cf9-404b-856d-29abf4e29ce6,Dubai Marina,Community_27,Building_431,Townhouse,3109,1.0,2024-01-19,Developer_39,Owner_9791,Occupied,1287382,10
576c07b1-b12d-4ae7-8bce-4e66ca94f906,Arabian Ranches,Community_72,Building_313,Building,10185,,2021-01-20,Developer_60,Owner_6543,Vacant,8023837,15
e53e3a8c-4e1d-48ad-ac6f-9aca6cd55821,Arabian Ranches,Community_26,Building_69,Villa,4762,2.0,2018-10-18,Developer_39,Owner_1152,Vacant,772490,9
096d5043-016f-4be2-a2d3-a5a0ad46f3b3,Jumeirah Lake Towers,Community_74,Building_56,Office,8062,,2023-07-01,Developer_11,Owner_4763,Vacant,4181920,11
a3b2ef26-00cb-4ad9-8a09-c9f98957e330,City Walk,Community_60,Building_226,Office,3219,,2017-07-23,Developer_98,Owner_3012,Under Renovation,7676895,19
56be841d-c64c-4ab9-b784-a9bb158bd0f4,Palm Jumeirah,Community_2,Building_225,Building,14987,,2024-03-13,Developer_71,Owner_6691,Occupied,4679598,6
2dd12a78-28f9-42a9-ab60-1f97636abc48,Arabian Ranches,Community_83,Building_190,Townhouse,2225,1.0,2024-11-29,Developer_32,Owner_4781,Under Renovation,9830289,13
8fdf11e0-36c6-4050-9b09-e5bdd89142b2,Motor City,Community_31,Building_15,Villa,2275,3.0,2017-10-02,Developer_26,Owner_1764,Vacant,9562779,14
636f866a-3c4c-4125-96d2-abb7a8809569,Discovery Gardens,Community_75,Building_415,Apartment,6573,1.0,2024-10-08,Developer_68,Owner_3671,Vacant,2721349,14
c4c5578c-2776-4e5f-8f72-71e190d13337,Dubai Marina,Community_8,Building_225,Townhouse,7170,6.0,2021-02-24,Developer_43,Owner_9953,Occupied,2204402,20
cf281231-f2e1-4190-b922-3d25dc88aa29,Motor City,Community_34,Building_212,Townhouse,1367,5.0,2016-12-19,Developer_86,Owner_3996,Occupied,1339639,17
ab2f5e70-df2c-4296-b2c3-f0a6ea78d160,Palm Jumeirah,Community_70,Building_117,Plot,18590,,2016-01-03,Developer_66,Owner_3524,Under Renovation,8371214,25
76f1c651-ac33-45a4-876b-418bfb6a299c,Dubai Investment Park,Community_65,Building_447,Townhouse,1025,2.0,2024-01-17,Developer_50,Owner_1657,Under Renovation,6258647,17
8a7d22f3-6a3c-40f2-8e2f-91c5bc61df74,Jumeirah Beach Residence,Community_69,Building_145,Building,9346,,2020-02-07,Developer_28,Owner_5053,Occupied,4679267,25
a8ccce4a-565b-41ea-bccd-2a970bbdf52c,Emirates Living,Community_74,Building_394,Office,3500,,2016-11-18,Developer_33,Owner_2633,Vacant,1918284,7
722ad91c-24b3-4a22-bcac-0ccb0b17dbd8,Dubai Marina,Community_68,Building_235,Apartment,4706,1.0,2023-02-23,Developer_99,Owner_6679,Under Renovation,9774426,18
c5eca1f9-8549-4985-aa11-97bc009a7165,Dubai Marina,Community_10,Building_233,Plot,2621,,2016-02-11,Developer_72,Owner_5773,Under Renovation,1104880,25
6f1c4afe-df42-4541-a08c-a078970dfc1a,Dubai Hills Estate,Community_20,Building_181,Retail,4393,,2019-03-14,Developer_89,Owner_5125,Under Renovation,6455234,10
f79c5161-aa8c-4855-af84-4c0e48db90b8,Jumeirah Lake Towers,Community_98,Building_57,Plot,17187,,2024-08-24,Developer_32,Owner_3875,Vacant,8758248,17
6003ee5d-b796-4f82-8451-3af8684ddced,City Walk,Community_29,Building_286,Villa,4222,2.0,2023-12-16,Developer_12,Owner_6909,Occupied,3010769,9
cebc29d2-3716-4baf-af34-e64c226ceca2,Jumeirah Village Circle,Community_23,Building_193,Office,11502,,2018-02-08,Developer_43,Owner_7266,Vacant,3776568,5
b4e3a814-391c-4091-a599-57286db07e3e,Studio City,Community_26,Building_104,Building,10499,,2022-06-28,Developer_48,Owner_8255,Vacant,5612575,21
7400a776-99da-4c96-8fe1-65c13b2f42e6,Sports City,Community_66,Building_307,Office,11832,,2025-08-28,Developer_44,Owner_8612,Vacant,3288542,5
10554279-2290-45dc-9424-c11eb01ca8c1,Palm Jumeirah,Community_88,Building_194,Retail,17629,,2018-02-11,Developer_54,Owner_2169,Under Renovation,5754989,11
e7b7e115-6404-42b1-9b9b-83852f81f831,Discovery Gardens,Community_33,Building_320,Office,6952,,2021-05-02,Developer_64,Owner_4427,Vacant,5810532,18
998a9633-84dc-4550-8169-acdc19c95241,Dubai Hills Estate,Community_24,Building_232,Townhouse,4579,4.0,2022-03-19,Developer_31,Owner_3621,Occupied,3077164,5
5991ddb5-90fa-4a8e-824d-9d8fc9c8da42,International City,Community_52,Building_179,Apartment,4946,1.0,2024-03-14,Developer_87,Owner_3192,Vacant,6688870,23
2fc10f8f-652a-4cac-ab20-be10a52af76d,Arabian Ranches,Community_76,Building_147,Villa,1458,1.0,2022-03-04,Developer_62,Owner_4577,Vacant,3044009,23
1360014c-e6a8-41f7-ac54-a700cbfb20a2,Jumeirah Lake Towers,Community_97,Building_341,Townhouse,6243,5.0,2021-04-12,Developer_39,Owner_8141,Vacant,8272420,9
1cec666a-fa41-420c-92da-6163ae197063,International City,Community_80,Building_371,Villa,2930,6.0,2017-03-22,Developer_33,Owner_1700,Occupied,6824728,7
c173fa7b-9940-4a50-bb4e-f61af5b9624e,Jumeirah Lake Towers,Community_34,Building_320,Plot,17854,,2025-06-27,Developer_92,Owner_6564,Vacant,3763701,11
d53c366b-352a-45ce-99f9-aaaaaf271487,Jumeirah Village Circle,Community_84,Building_276,Villa,6728,1.0,2025-04-20,Developer_44,Owner_9756,Vacant,3134592,7
6fcf443f-ed77-4d24-960c-6683615c7e69,Downtown Dubai,Community_20,Building_49,Villa,7289,2.0,2017-01-07,Developer_19,Owner_7096,Under Renovation,5467272,21
3ea3d0d3-dec3-46ca-a684-e5f4b8567b42,Jumeirah Village Circle,Community_48,Building_276,Plot,6034,,2016-01-14,Developer_65,Owner_9903,Occupied,9488988,20
923b43f8-fd41-4295-8a11-e47007e9e778,Jumeirah Beach Residence,Community_2,Building_54,Townhouse,6755,5.0,2024-07-23,Developer_77,Owner_6352,Occupied,9832695,22
79757ffc-280b-4e1c-99a4-914cf129e08d,Dubai Marina,Community_40,Building_157,Office,5376,,2016-05-26,Developer_96,Owner_1015,Vacant,7014041,10
0011ab86-6b7d-4cf7-9c35-6ab6b65ab57c,Sports City,Community_57,Building_327,Office,18184,,2020-05-27,Developer_41,Owner_6139,Under Renovation,5991052,17
ac0fcbaf-b2c5-4e17-9367-03a7df640f6e,Jumeirah Beach Residence,Community_52,Building_384,Townhouse,3046,6.0,2024-06-16,Developer_86,Owner_8132,Under Renovation,2669313,11
ed1897b2-5439-49e3-8041-07a137ae64f6,DIFC,Community_24,Building_58,Plot,5617,,2017-10-09,Developer_65,Owner_3372,Vacant,1760031,11
5230c690-47a5-4a65-be3e-b76e6a8d7329,Arabian Ranches,Community_40,Building_354,Apartment,1023,1.0,2022-08-08,Developer_30,Owner_5144,Under Renovation,4139953,8
59b6ab05-2737-465a-8a66-77e256dcd575,DIFC,Community_63,Building_481,Plot,17747,,2015-12-03,Developer_82,Owner_2833,Vacant,8403065,24
65b60b3a-071e-472c-801e-36b67dbae280,Discovery Gardens,Community_98,Building_209,Villa,5317,5.0,2019-02-16,Developer_88,Owner_5549,Under Renovation,9339008,8
217dca97-bf7d-4c1b-b217-9041c59be9d8,Arabian Ranches,Community_90,Building_102,Retail,4633,,2017-07-17,Developer_80,Owner_1326,Vacant,4179917,18
aae0ecb0-d66c-444e-b59c-5f64e6bd20d3,International City,Community_3,Building_378,Office,6508,,2017-11-14,Developer_10,Owner_2022,Vacant,6335711,11
0848a04e-d738-47aa-a2de-de5a70fabe7e,Arabian Ranches,Community_44,Building_100,Retail,18824,,2021-05-07,Developer_34,Owner_2578,Vacant,5898328,25
dade8343-e627-49a4-b559-ebea398757cd,Dubai Marina,Community_23,Building_139,Townhouse,2501,5.0,2023-02-26,Developer_80,Owner_1031,Occupied,9780329,10
3b437227-fb88-4c4f-9188-31750f0cd01b,International City,Community_79,Building_88,Building,19499,,2017-03-09,Developer_88,Owner_2023,Vacant,8068233,17
fe10acf6-6bb2-410d-8fe0-30b36efdc7e2,Studio City,Community_56,Building_84,Plot,15987,,2017-04-23,Developer_65,Owner_4998,Vacant,3474774,22
2fd7be34-f1c9-462f-b224-c8d0ecaf98fa,Emirates Living,Community_65,Building_313,Building,13627,,2018-03-29,Developer_36,Owner_4514,Occupied,7336867,7
063d58c8-d3b5-4c79-aa5f-5f38588899d4,Sports City,Community_82,Building_59,Townhouse,7735,6.0,2019-09-16,Developer_61,Owner_3900,Occupied,8131549,8
4839f8f5-32f2-4018-953f-e1c8098d19c6,Dubai Hills Estate,Community_71,Building_157,Office,4560,,2025-10-12,Developer_19,Owner_4110,Vacant,8986611,10
06bfd573-3050-4768-a32e-26e3823a166e,Emirates Living,Community_92,Building_312,Villa,1748,1.0,2018-03-30,Developer_79,Owner_9324,Under Renovation,4254837,16
915c8cc8-e892-4309-96c1-121cd042f826,Arabian Ranches,Community_95,Building_308,Office,3074,,2019-11-12,Developer_71,Owner_6330,Under Renovation,831934,17
fc0c34ae-cddc-4603-a506-4f57be2fe8a4,Motor City,Community_50,Building_49,Office,2423,,2021-01-19,Developer_90,Owner_7065,Under Renovation,3302602,5
9dcdc2fa-3aec-40fe-90db-28b4c5b57bfa,Studio City,Community_13,Building_439,Retail,9729,,2023-01-06,Developer_19,Owner_3087,Occupied,7959060,18
6acffd0d-da62-4d87-8433-ae855296a506,Jumeirah Village Circle,Community_65,Building_356,Office,4626,,2021-11-02,Developer_85,Owner_7864,Under Renovation,9446299,25
647f9815-3d89-4667-b715-cc6bb2ebabba,Dubai Hills Estate,Community_89,Building_154,Retail,12466,,2018-05-19,Developer_73,Owner_3919,Under Renovation,779110,9
b7e74bcc-dded-4d7f-8a44-af35f69dbf04,Jumeirah Beach Residence,Community_48,Building_357,Office,14082,,2019-10-21,Developer_59,Owner_3798,Under Renovation,6437488,23
28645ab8-8b6c-4c0c-8dd4-d9da7167586e,Jumeirah Village Circle,Community_42,Building_230,Villa,2172,3.0,2018-11-15,Developer_74,Owner_3662,Occupied,5971893,12
79bfb46d-c580-42fa-8838-1517e9a43be8,City Walk,Community_56,Building_322,Plot,1295,,2017-03-22,Developer_66,Owner_5880,Vacant,877064,19
a5c1454b-10c2-4035-a05a-bbc2fbadc6d7,City Walk,Community_61,Building_74,Plot,14500,,2021-01-17,Developer_85,Owner_5989,Vacant,7846285,23
da6f9075-0d1a-4d9d-88c3-40ea95fa5346,Jumeirah Beach Residence,Community_3,Building_288,Office,1126,,2019-08-02,Developer_86,Owner_8492,Occupied,8855565,13
eb1be12d-2f93-4716-a3bb-85712c28677e,Studio City,Community_88,Building_317,Townhouse,7468,5.0,2022-08-08,Developer_61,Owner_5518,Vacant,9040591,11
cb32861b-fcca-4da0-855a-355ef3979b5b,Sports City,Community_39,Building_58,Building,14466,,2020-08-10,Developer_41,Owner_5734,Occupied,9207166,25
ffe35d74-3ac9-4f67-a177-95cf25d13605,Jumeirah Lake Towers,Community_52,Building_376,Villa,5263,5.0,2016-09-21,Developer_78,Owner_2750,Occupied,5415175,23
cf7138da-3df3-4656-bc66-e4280a41f7e2,Studio City,Community_34,Building_149,Apartment,3088,1.0,2016-11-26,Developer_87,Owner_3730,Under Renovation,9136401,17
6e01eeb5-1920-47d7-9766-d24d12ccdd51,Business Bay,Community_22,Building_61,Townhouse,7346,1.0,2023-12-14,Developer_61,Owner_3286,Occupied,1155729,17
71decd62-49b3-4a3c-bec4-9e258121995e,Jumeirah Beach Residence,Community_71,Building_309,Townhouse,7886,1.0,2025-08-02,Developer_79,Owner_3935,Occupied,9469792,13
a9d9b5ab-7550-4bd1-92bc-c50771d16896,Palm Jumeirah,Community_14,Building_395,Retail,8256,,2025-10-13,Developer_81,Owner_9841,Under Renovation,9820490,11
a271625d-52d8-4a38-b053-e080c6044d4f,Dubai Marina,Community_62,Building_157,Townhouse,5962,5.0,2019-08-11,Developer_40,Owner_8761,Occupied,2278155,22
c213e1b3-f910-418a-be24-f10f958b0a46,Palm Jumeirah,Community_31,Building_8,Office,5894,,2020-10-10,Developer_57,Owner_1208,Vacant,510601,11
fd3f3b7b-01f3-4d82-bc5d-0dc447b8259c,Dubai Marina,Community_45,Building_369,Plot,13791,,2017-04-08,Developer_96,Owner_7607,Vacant,6470859,25
deecc58c-cb8c-49ce-8767-6c3fb29e9351,Emirates Living,Community_46,Building_199,Apartment,2898,1.0,2019-07-14,Developer_43,Owner_4138,Occupied,9582552,14
59ef99f4-deb2-4618-8a3b-7605120d282f,International City,Community_73,Building_27,Office,17470,,2017-04-03,Developer_71,Owner_1319,Under Renovation,2484998,21
662e9cb8-f660-4db5-ba33-e18cb48d2d4b,Motor City,Community_54,Building_450,Villa,5765,1.0,2025-06-10,Developer_24,Owner_4343,Occupied,6747184,8
c6ca7d39-e296-4873-bd33-bb4bde9ba0ea,Dubai Marina,Community_35,Building_471,Villa,2921,3.0,2022-12-18,Developer_26,Owner_1708,Occupied,8619299,13
92a55e05-01aa-41d0-871c-118fe39e9b85,Jumeirah Lake Towers,Community_72,Building_463,Office,14135,,2016-08-11,Developer_57,Owner_3700,Occupied,1147925,17
4863be02-bc3b-4527-beb6-455e48c94a52,Dubai Investment Park,Community_100,Building_65,Building,4828,,2022-02-28,Developer_54,Owner_8146,Occupied,2797254,15
427453bf-bb69-4d3a-ace1-d3181ba47ee2,International City,Community_23,Building_95,Building,6924,,2024-05-22,Developer_87,Owner_1129,Occupied,4457943,11
98208d82-3cc4-48a0-9963-b0053ea7f6ab,DIFC,Community_4,Building_133,Office,17348,,2022-05-06,Developer_71,Owner_7370,Occupied,9579558,14
694e65ab-cb84-40ad-a38b-454cfa9f9cd0,Jumeirah Lake Towers,Community_77,Building_115,Townhouse,5421,4.0,2022-02-17,Developer_31,Owner_2579,Vacant,9465367,12
25e2ec7e-b90f-47be-ae49-dab39be1b108,Jumeirah Lake Towers,Community_63,Building_426,Apartment,1170,2.0,2022-07-26,Developer_52,Owner_6696,Vacant,2205024,10
a4291f29-bb29-4f80-9317-5ebad6a7dea2,Dubai Marina,Community_95,Building_128,Apartment,3730,2.0,2018-05-29,Developer_33,Owner_2497,Vacant,8423903,12
e752961a-7056-48aa-8259-19068ac2faa8,Dubai Investment Park,Community_60,Building_254,Plot,6146,,2021-01-06,Developer_44,Owner_9782,Under Renovation,9653276,12
3a275e5f-9512-4a24-a755-f9b908e4cf35,Palm Jumeirah,Community_42,Building_365,Retail,11526,,2019-07-30,Developer_51,Owner_3801,Vacant,5621645,10
511afc11-7d2c-40d4-a204-9097223a8b37,Palm Jumeirah,Community_92,Building_440,Villa,3061,1.0,2021-03-27,Developer_24,Owner_9230,Occupied,8708312,16
b25ce9ff-f392-40f4-8658-df63953bd4e9,Downtown Dubai,Community_9,Building_29,Office,12009,,2025-03-16,Developer_77,Owner_1772,Occupied,5676003,24
8a94adb3-6411-4290-9ff9-d4f36f6a4959,Downtown Dubai,Community_58,Building_233,Townhouse,3017,3.0,2020-07-02,Developer_39,Owner_6998,Under Renovation,4104147,16
91563607-0a60-48ee-901d-a61a6c893752,Dubai Investment Park,Community_57,Building_448,Townhouse,4832,6.0,2017-06-15,Developer_47,Owner_2837,Occupied,2497872,16
97ed5b48-b7b9-4852-9324-fb1332307e73,DIFC,Community_74,Building_236,Plot,7535,,2022-11-16,Developer_47,Owner_4328,Vacant,6093021,12
d5794b91-b326-46f9-b8ce-0c4f356f1637,Motor City,Community_69,Building_16,Retail,8282,,2023-08-08,Developer_25,Owner_9681,Vacant,7567994,7
27c229fb-0110-4f99-837f-db7cc39a376d,Downtown Dubai,Community_26,Building_123,Plot,18077,,2019-01-19,Developer_33,Owner_7997,Vacant,9106373,20
90a4b130-008b-47a9-8fd4-34d858642cbc,Sports City,Community_23,Building_416,Retail,19245,,2025-01-09,Developer_55,Owner_3852,Occupied,9615146,20
aca97020-a9ea-422a-8225-99bd92de768a,Emirates Living,Community_37,Building_424,Apartment,5045,4.0,2023-09-23,Developer_50,Owner_2025,Occupied,3545723,8
00820e28-1c9f-4e00-ae85-19692a457669,Discovery Gardens,Community_40,Building_210,Plot,11705,,2016-06-18,Developer_94,Owner_4484,Occupied,4298801,20
5f4bd1e9-155a-4e2d-9b92-99d2c3d816a2,Sports City,Community_13,Building_263,Apartment,5124,1.0,2021-10-17,Developer_64,Owner_8837,Vacant,5407962,13
2461cdd3-dd3a-4ff0-ad6f-2dc3ff883c18,Jumeirah Beach Residence,Community_12,Building_377,Office,16702,,2020-10-28,Developer_58,Owner_3663,Under Renovation,7168783,23
2cd8e649-f54a-4435-9b39-393bfa056aa7,Downtown Dubai,Community_29,Building_108,Townhouse,7165,4.0,2024-04-04,Developer_85,Owner_5209,Occupied,7714397,13
8f1eeaab-f5c3-472c-8c28-63ef2a32b50e,Jumeirah Lake Towers,Community_79,Building_301,Apartment,5211,5.0,2016-12-04,Developer_13,Owner_1605,Vacant,1309068,22
1f3db126-033d-45b7-922f-fced7a19f960,Studio City,Community_62,Building_117,Townhouse,5230,1.0,2019-10-31,Developer_39,Owner_6576,Vacant,2097185,7
d4aa4713-ce1d-47af-81a4-2b901e973b2a,Studio City,Community_53,Building_340,Retail,18107,,2022-07-14,Developer_46,Owner_3788,Under Renovation,5446075,17
6d5b442e-3f02-454c-943a-3e2e465365ec,City Walk,Community_66,Building_398,Plot,17931,,2022-06-15,Developer_89,Owner_8500,Under Renovation,6719517,19
336145dc-cce9-4c01-89b3-7061af27a938,Arabian Ranches,Community_48,Building_422,Retail,17065,,2022-02-08,Developer_91,Owner_6710,Under Renovation,2620948,21
f67beb6f-b126-4231-8f6e-abd3ce18c44c,Jumeirah Village Circle,Community_76,Building_27,Building,6870,,2024-03-07,Developer_19,Owner_8227,Under Renovation,8263837,22
a890e492-acc5-48a0-bf39-a7415aaa7af2,Downtown Dubai,Community_18,Building_154,Building,18328,,2019-09-24,Developer_34,Owner_8403,Vacant,8253122,5
7260ccd1-940b-4386-9970-cc1b37665849,Jumeirah Lake Towers,Community_75,Building_271,Building,10805,,2022-11-05,Developer_52,Owner_2620,Occupied,3957963,18
758a76d9-9859-4754-92e8-78779695e3e9,Motor City,Community_21,Building_268,Building,13819,,2019-12-03,Developer_23,Owner_2359,Vacant,4151356,25
4a8270e3-5e93-4d53-b94c-9750bbba1d65,Business Bay,Community_68,Building_258,Villa,3299,4.0,2016-04-08,Developer_78,Owner_2869,Vacant,4623196,24
4aa9c9d2-3e8a-4439-b160-2adfd9135985,Motor City,Community_69,Building_41,Building,10014,,2022-01-06,Developer_83,Owner_1186,Vacant,3300519,8
0a6ae8db-163d-40e2-961c-2fc28dfb8bc2,Discovery Gardens,Community_74,Building_25,Office,13137,,2022-04-02,Developer_28,Owner_7966,Occupied,3985061,12
8f18b99d-c573-4f6f-85e0-668242f06803,Palm Jumeirah,Community_81,Building_425,Apartment,5882,3.0,2017-06-10,Developer_74,Owner_9822,Vacant,8296027,5
eba97ccd-f125-4a33-ac81-1b20b0e70922,Jumeirah Lake Towers,Community_17,Building_345,Villa,3732,1.0,2017-06-03,Developer_25,Owner_2996,Under Renovation,4545508,23
b8fca9e7-3c6b-41a9-bc24-f24c6fb18471,Downtown Dubai,Community_32,Building_491,Apartment,7525,5.0,2024-05-19,Developer_83,Owner_8771,Occupied,2754876,25
b126a20c-53ca-4178-863d-14eb47c9d5a3,Jumeirah Lake Towers,Community_16,Building_125,Townhouse,6426,4.0,2025-04-25,Developer_83,Owner_1967,Under Renovation,9410694,15
140c18e7-6071-4179-9b53-5e0cc0648abd,Studio City,Community_13,Building_439,Building,17458,,2017-09-30,Developer_25,Owner_1699,Occupied,5998569,6
4f9e13c7-f5f9-4db6-bf55-80e3e275ca1a,Dubai Investment Park,Community_28,Building_366,Townhouse,4276,2.0,2021-04-19,Developer_18,Owner_6623,Under Renovation,9407521,20
009bfa59-bbc8-4b76-9f72-194b7476bc65,Emirates Living,Community_97,Building_206,Office,5582,,2020-11-09,Developer_20,Owner_4555,Under Renovation,6349862,21
11b7a8b0-5547-49f5-b15c-19f3bc73ee59,Jumeirah Beach Residence,Community_32,Building_108,Retail,12574,,2023-01-28,Developer_89,Owner_1988,Under Renovation,619359,25
34890e2d-1528-45de-9b8b-6871b67db91a,Jumeirah Lake Towers,Community_42,Building_500,Retail,15096,,2024-10-10,Developer_56,Owner_5782,Occupied,4632400,7
53232f88-103d-4343-86bf-35148662c536,Jumeirah Lake Towers,Community_50,Building_421,Building,13306,,2023-02-08,Developer_84,Owner_8984,Under Renovation,3619511,16
212715c4-f144-42f7-a6f6-f4d6e943350a,Palm Jumeirah,Community_15,Building_52,Building,13446,,2022-07-15,Developer_41,Owner_7437,Under Renovation,1214496,9
567d8a91-2f83-4c16-8233-dbf9029ee663,Sports City,Community_61,Building_249,Villa,1988,4.0,2025-06-22,Developer_30,Owner_9924,Under Renovation,7577035,25
6e726100-d729-454a-90dd-923451eda3cd,Jumeirah Beach Residence,Community_1,Building_176,Office,9171,,2022-06-25,Developer_32,Owner_9539,Vacant,6836938,13
b7b552fb-5d25-4797-8f11-700101bdafeb,City Walk,Community_91,Building_350,Apartment,3876,1.0,2025-05-25,Developer_23,Owner_8566,Occupied,3934928,15
85a7682c-cfc3-4a7a-8a53-8d2b912ba2aa,Studio City,Community_82,Building_471,Building,10817,,2021-03-13,Developer_43,Owner_1702,Occupied,2587752,6
8b7527b2-2841-4e66-a3d4-57cc909b4603,Emirates Living,Community_72,Building_280,Plot,1040,,2024-04-09,Developer_72,Owner_4506,Vacant,4930170,9
fc79fdbf-dc46-418f-aaa2-9532a660200d,Motor City,Community_27,Building_217,Office,5401,,2016-03-05,Developer_75,Owner_2678,Occupied,4848034,13
d87eedfe-f00a-4c56-bd13-4bc004a0cba7,Discovery Gardens,Community_68,Building_387,Apartment,5243,2.0,2019-02-25,Developer_50,Owner_4463,Vacant,7408210,23
2cc991b4-253f-4758-b5c5-d02fe386705c,Dubai Marina,Community_64,Building_206,Office,9523,,2017-12-29,Developer_94,Owner_1058,Under Renovation,3414209,10
